1.20000000000000e+00 -1.41961927489824e+00 -1.40833333333333e+00 -1.36000000000000e+00 -1.40835602280175e+00 3.29701495637933e-04 -1.41690990301792e+00 2.34159278910077e-04 -1.41866957337250e+00 2.18345933760310e-04
1.25000000000000e+00 -1.45976188565092e+00 -1.45000000000000e+00 -1.39062500000000e+00 -1.44953805377048e+00 2.93094614116750e-04 -1.45767701514660e+00 2.14428626968480e-04 -1.45892746595152e+00 1.98494256902107e-04
1.30000000000000e+00 -1.50082324367504e+00 -1.49230769230769e+00 -1.42250000000000e+00 -1.49179797340110e+00 2.66177895702505e-04 -1.49904425344292e+00 1.99660954980301e-04 -1.50022847299588e+00 1.78773728057380e-04
1.35000000000000e+00 -1.54266776769786e+00 -1.53518518518519e+00 -1.45562500000000e+00 -1.53449350351445e+00 2.52942318311907e-04 -1.54121909012805e+00 1.82599785073124e-04 -1.54208804386049e+00 1.66712339817730e-04
1.40000000000000e+00 -1.58518830005403e+00 -1.57857142857143e+00 -1.49000000000000e+00 -1.57790079851885e+00 2.30953628179030e-04 -1.58398518026970e+00 1.66324066750754e-04 -1.58476564151955e+00 1.49714009254984e-04
1.45000000000000e+00 -1.62829820638691e+00 -1.62241379310345e+00 -1.52562500000000e+00 -1.62184269442957e+00 2.28494077876924e-04 -1.62734505640114e+00 1.54972096201299e-04 -1.62802221816728e+00 1.35578552259383e-04
1.50000000000000e+00 -1.67192622153621e+00 -1.66666666666667e+00 -1.56250000000000e+00 -1.66622369582901e+00 2.12343042554798e-04 -1.67135089517214e+00 1.41013148512537e-04 -1.67184928671550e+00 1.28110426367880e-04
1.55000000000000e+00 -1.71601290735509e+00 -1.71129032258065e+00 -1.60062500000000e+00 -1.71088820572423e+00 1.95770934290094e-04 -1.71543556626143e+00 1.33453758065784e-04 -1.71594304150999e+00 1.17080802553704e-04
1.60000000000000e+00 -1.76050812220455e+00 -1.75625000000000e+00 -1.64000000000000e+00 -1.75593313171100e+00 1.87730340378209e-04 -1.76009810558039e+00 1.24651831081181e-04 -1.76050503409683e+00 1.11052158435962e-04
1.65000000000000e+00 -1.80536915813144e+00 -1.80151515151515e+00 -1.68062500000000e+00 -1.80116535993562e+00 1.70621946346161e-04 -1.80500460672498e+00 1.12407554869843e-04 -1.80535055681420e+00 1.02605454246730e-04
1.70000000000000e+00 -1.85055933627953e+00 -1.84705882352941e+00 -1.72250000000000e+00 -1.84673374743538e+00 1.60096738923165e-04 -1.85024281598883e+00 1.06331737723431e-04 -1.85054523463236e+00 9.52599463551917e-05
1.75000000000000e+00 -1.89604692678269e+00 -1.89285714285714e+00 -1.76562500000000e+00 -1.89265604883483e+00 1.54512047531483e-04 -1.89583353425956e+00 9.80606642547744e-05 -1.89609204852781e+00 8.94134266724609e-05
1.80000000000000e+00 -1.94180430439134e+00 -1.93888888888889e+00 -1.81000000000000e+00 -1.93863464796255e+00 1.43585547072696e-04 -1.94161401169592e+00 8.90669716742568e-05 -1.94185412614962e+00 8.84292295223822e-05
1.85000000000000e+00 -1.98780727905664e+00 -1.98513513513514e+00 -1.85562500000000e+00 -1.98487073524993e+00 1.40243130215485e-04 -1.98765517280717e+00 8.61216555373576e-05 -1.98787342703446e+00 7.52861832957819e-05
1.90000000000000e+00 -2.03403455874093e+00 -2.03157894736842e+00 -1.90250000000000e+00 -2.03132593013724e+00 1.29897513669903e-04 -2.03390267518667e+00 7.98586269524024e-05 -2.03411441381167e+00 7.35082435497283e-05
1.95000000000000e+00 -2.08046731373309e+00 -2.07820512820513e+00 -1.95062500000000e+00 -2.07800894946232e+00 1.25131989328397e-04 -2.08037339096804e+00 7.56956082053083e-05 -2.08056866974341e+00 6.98216884998959e-05
2.00000000000000e+00 -2.12708881994673e+00 -2.12500000000000e+00 -2.00000000000000e+00 -2.12480791645147e+00 1.18448854246298e-04 -2.12701950877671e+00 7.18001154847422e-05 -2.12718296290230e+00 6.39703293641606e-05

