0.00000000000000e+00 -1.38057245395051e+00 -1.36739130434783e+00 -1.33062500000000e+00
2.50000000000000e-02 -1.38057245650093e+00 -1.36739130434783e+00 -1.33062500000000e+00
5.00000000000000e-02 -1.38057544476529e+00 -1.36739130434783e+00 -1.33062500000000e+00
7.50000000000000e-02 -1.38061391864711e+00 -1.36739130434845e+00 -1.33062500000000e+00
1.00000000000000e-01 -1.38074855446312e+00 -1.36739130533966e+00 -1.33062500000000e+00
1.25000000000000e-01 -1.38102579071390e+00 -1.36739138285695e+00 -1.33062500000000e+00
1.50000000000000e-01 -1.38146969590097e+00 -1.36739270318337e+00 -1.33062500000039e+00
1.75000000000000e-01 -1.38209028606214e+00 -1.36740199202017e+00 -1.33062500002072e+00
2.00000000000000e-01 -1.38289062932073e+00 -1.36743957545420e+00 -1.33062500041223e+00
2.25000000000000e-01 -1.38387075572456e+00 -1.36754523747518e+00 -1.33062500427949e+00
2.50000000000000e-01 -1.38502955841549e+00 -1.36777671313381e+00 -1.33062502813384e+00
2.75000000000000e-01 -1.38636567506456e+00 -1.36820164580704e+00 -1.33062513253329e+00
3.00000000000000e-01 -1.38787788507674e+00 -1.36888739058448e+00 -1.33062548588914e+00
3.25000000000000e-01 -1.38956528193526e+00 -1.36989247252036e+00 -1.33062646805955e+00
3.50000000000000e-01 -1.39142734084539e+00 -1.37126137877399e+00 -1.33062880850198e+00
3.75000000000000e-01 -1.39346393556916e+00 -1.37302265958789e+00 -1.33063374298530e+00
4.00000000000000e-01 -1.39567532789534e+00 -1.37518950992874e+00 -1.33064316781105e+00
4.25000000000000e-01 -1.39806213990443e+00 -1.37776185446592e+00 -1.33065977188416e+00
4.50000000000000e-01 -1.40062531395986e+00 -1.38072912090921e+00 -1.33068713273094e+00
4.75000000000000e-01 -1.40336606363477e+00 -1.38407313393044e+00 -1.33072976985682e+00
5.00000000000000e-01 -1.40628581839686e+00 -1.38777078701175e+00 -1.33079315545554e+00
5.25000000000000e-01 -1.40938616480560e+00 -1.39179631870260e+00 -1.33088368727145e+00
5.50000000000000e-01 -1.41266878684850e+00 -1.39612313291104e+00 -1.33100863112716e+00
5.75000000000000e-01 -1.41613540775869e+00 -1.40072517154886e+00 -1.33117604155664e+00
6.00000000000000e-01 -1.41978773524517e+00 -1.40557788506766e+00 -1.33139466864792e+00
6.25000000000000e-01 -1.42362741159242e+00 -1.41065886296607e+00 -1.33167385811990e+00
6.50000000000000e-01 -1.42765596960958e+00 -1.41594819016179e+00 -1.33202345025393e+00
