6.25000000000000e-01 -1.10031757637780e+00 -1.09765625000000e+00 -1.09765625000000e+00
6.50000000000000e-01 -1.10877071651185e+00 -1.10562500000000e+00 -1.10562500000000e+00
6.75000000000000e-01 -1.11760511111783e+00 -1.11390625000000e+00 -1.11390625000000e+00
7.00000000000000e-01 -1.12682866758699e+00 -1.12250000000000e+00 -1.12250000000000e+00
7.25000000000000e-01 -1.13645023013878e+00 -1.13140625000000e+00 -1.13140625000000e+00
7.50000000000000e-01 -1.14647975437081e+00 -1.14062500000000e+00 -1.14062500000000e+00
7.75000000000000e-01 -1.15692853478704e+00 -1.15015625000000e+00 -1.15015625000000e+00
8.00000000000000e-01 -1.16780950852067e+00 -1.16000000000000e+00 -1.16000000000000e+00
8.25000000000000e-01 -1.17913767261846e+00 -1.17015625000000e+00 -1.17015625000000e+00
8.50000000000000e-01 -1.19093067817419e+00 -1.18062500000000e+00 -1.18062500000000e+00
8.75000000000000e-01 -1.20320971550977e+00 -1.19140625000000e+00 -1.19140625000000e+00
9.00000000000000e-01 -1.21600091410977e+00 -1.20250000000000e+00 -1.20250000000000e+00
9.25000000000000e-01 -1.22933774728220e+00 -1.21390625000000e+00 -1.21390625000000e+00
9.50000000000000e-01 -1.24326570427039e+00 -1.22562500000000e+00 -1.22562500000000e+00
9.75000000000000e-01 -1.25785349475509e+00 -1.23765625000000e+00 -1.23765625000000e+00
1.00000000000000e+00 -1.27323954473499e+00 -1.25000000000000e+00 -1.25000000000000e+00
1.02500000000000e+00 -1.28967386569151e+00 -1.26890243902439e+00 -1.26265625000000e+00
1.05000000000000e+00 -1.30685647027101e+00 -1.28809523809524e+00 -1.27562500000000e+00
1.07500000000000e+00 -1.32461731951295e+00 -1.30755813953488e+00 -1.28890625000000e+00
1.10000000000000e+00 -1.34286402272513e+00 -1.32727272727273e+00 -1.30250000000000e+00
1.12500000000000e+00 -1.36153212009037e+00 -1.34722222222222e+00 -1.31640625000000e+00
1.15000000000000e+00 -1.38057245395051e+00 -1.36739130434783e+00 -1.33062500000000e+00
1.17500000000000e+00 -1.39994567066220e+00 -1.38776595744681e+00 -1.34515625000000e+00
1.20000000000000e+00 -1.41961927489826e+00 -1.40833333333333e+00 -1.36000000000000e+00
1.22500000000000e+00 -1.43956584883587e+00 -1.42908163265306e+00 -1.37515625000000e+00
1.25000000000000e+00 -1.45976188565080e+00 -1.45000000000000e+00 -1.39062500000000e+00
1.27500000000000e+00 -1.48018698032692e+00 -1.47107843137255e+00 -1.40640625000000e+00
1.30000000000000e+00 -1.50082324367511e+00 -1.49230769230769e+00 -1.42250000000000e+00
1.32500000000000e+00 -1.52165486359167e+00 -1.51367924528302e+00 -1.43890625000000e+00
1.35000000000000e+00 -1.54266776769783e+00 -1.53518518518519e+00 -1.45562500000000e+00
1.37500000000000e+00 -1.56384935824916e+00 -1.55681818181818e+00 -1.47265625000000e+00
1.40000000000000e+00 -1.58518830005399e+00 -1.57857142857143e+00 -1.49000000000000e+00
1.42500000000000e+00 -1.60667434821313e+00 -1.60043859649123e+00 -1.50765625000000e+00
1.45000000000000e+00 -1.62829820638692e+00 -1.62241379310345e+00 -1.52562500000000e+00
1.47500000000000e+00 -1.65005140887220e+00 -1.64449152542373e+00 -1.54390625000000e+00
1.50000000000000e+00 -1.67192622153606e+00 -1.66666666666667e+00 -1.56250000000000e+00
1.52500000000000e+00 -1.69391555787558e+00 -1.68893442622951e+00 -1.58140625000000e+00
1.55000000000000e+00 -1.71601290735508e+00 -1.71129032258065e+00 -1.60062500000000e+00
1.57500000000000e+00 -1.73821227381436e+00 -1.73373015873016e+00 -1.62015625000000e+00
1.60000000000000e+00 -1.76050812220467e+00 -1.75625000000000e+00 -1.64000000000000e+00
1.62500000000000e+00 -1.78289533228036e+00 -1.77884615384615e+00 -1.66015625000000e+00
1.65000000000000e+00 -1.80536915813153e+00 -1.80151515151515e+00 -1.68062500000000e+00
1.67500000000000e+00 -1.82792519266209e+00 -1.82425373134328e+00 -1.70140625000000e+00
1.70000000000000e+00 -1.85055933627946e+00 -1.84705882352941e+00 -1.72250000000000e+00
1.72500000000000e+00 -1.87326776918749e+00 -1.86992753623188e+00 -1.74390625000000e+00
1.75000000000000e+00 -1.89604692678279e+00 -1.89285714285714e+00 -1.76562500000000e+00
1.77500000000000e+00 -1.91889347773390e+00 -1.91584507042254e+00 -1.78765625000000e+00
1.80000000000000e+00 -1.94180430439140e+00 -1.93888888888889e+00 -1.81000000000000e+00
1.82500000000000e+00 -1.96477648522730e+00 -1.96198630136986e+00 -1.83265625000000e+00
1.85000000000000e+00 -1.98780727905647e+00 -1.98513513513514e+00 -1.85562500000000e+00
1.87500000000000e+00 -2.01089411081943e+00 -2.00833333333333e+00 -1.87890625000000e+00
1.90000000000000e+00 -2.03403455874095e+00 -2.03157894736842e+00 -1.90250000000000e+00
1.92500000000000e+00 -2.05722634270933e+00 -2.05487012987013e+00 -1.92640625000000e+00
1.95000000000000e+00 -2.08046731373321e+00 -2.07820512820513e+00 -1.95062500000000e+00
1.97500000000000e+00 -2.10375544435930e+00 -2.10158227848101e+00 -1.97515625000000e+00
2.00000000000000e+00 -2.12708881994657e+00 -2.12500000000000e+00 -2.00000000000000e+00
