0.00000000000000e+00 -1.00000000000000e+00 -1.00000000000000e+00 -9.99999999999996e-01
2.50000000000000e-02 -1.00015625610447e+00 -1.00015625000000e+00 -1.00015625000000e+00
5.00000000000000e-02 -1.00062509771735e+00 -1.00062500000000e+00 -1.00062500000000e+00
7.50000000000000e-02 -1.00140674508153e+00 -1.00140625000000e+00 -1.00140625000000e+00
1.00000000000000e-01 -1.00250156642156e+00 -1.00250000000000e+00 -1.00250000000000e+00
1.25000000000000e-01 -1.00391007969005e+00 -1.00390625000000e+00 -1.00390625000000e+00
1.50000000000000e-01 -1.00563295504632e+00 -1.00562500000000e+00 -1.00562500000000e+00
1.75000000000000e-01 -1.00767101810261e+00 -1.00765625000000e+00 -1.00765625000000e+00
2.00000000000000e-01 -1.01002525398455e+00 -1.01000000000000e+00 -1.01000000000000e+00
2.25000000000000e-01 -1.01269681226622e+00 -1.01265625000000e+00 -1.01265625000000e+00
2.50000000000000e-01 -1.01568701285268e+00 -1.01562500000000e+00 -1.01562500000000e+00
2.75000000000000e-01 -1.01899735290577e+00 -1.01890625000000e+00 -1.01890625000000e+00
3.00000000000000e-01 -1.02262951492088e+00 -1.02250000000000e+00 -1.02250000000000e+00
3.25000000000000e-01 -1.02658537609552e+00 -1.02640625000000e+00 -1.02640625000000e+00
3.50000000000000e-01 -1.03086701915364e+00 -1.03062500000000e+00 -1.03062500000000e+00
3.75000000000000e-01 -1.03547674482614e+00 -1.03515625000000e+00 -1.03515625000000e+00
4.00000000000000e-01 -1.04041708623587e+00 -1.04000000000000e+00 -1.04000000000000e+00
4.25000000000000e-01 -1.04569082548339e+00 -1.04515625000000e+00 -1.04515625000000e+00
4.50000000000000e-01 -1.05130101280446e+00 -1.05062500000000e+00 -1.05062500000000e+00
4.75000000000000e-01 -1.05725098875234e+00 -1.05640625000000e+00 -1.05640625000000e+00
5.00000000000000e-01 -1.06354440997329e+00 -1.06250000000000e+00 -1.06250000000000e+00
5.25000000000000e-01 -1.07018527928617e+00 -1.06890625000000e+00 -1.06890625000000e+00
5.50000000000000e-01 -1.07717798096639e+00 -1.07562500000000e+00 -1.07562500000000e+00
5.75000000000000e-01 -1.08452732239343e+00 -1.08265625000000e+00 -1.08265625000000e+00
6.00000000000000e-01 -1.09223858355467e+00 -1.09000000000000e+00 -1.09000000000000e+00
